order_id,payment_id,type,descriptions,pDate,Status,Details,Total_Invoice,Due_Amount
OD00000178,py00000178,card transaction,initial payments,31/01/2015,received,,4842,2421
OD00000178,py00010074,cash transaction,initial payments,15/04/2019,received,,4842,2421
OD00000179,py00000179,cash transaction,initial payments,31/01/2015,received,,294,147
OD00000179,py00010075,cash transaction,initial payments,15/04/2019,received,,294,147
OD00000180,py00000180,online,initial payments,31/01/2015,received,,891,445.5
OD00000180,py00010076,cash transaction,initial payments,15/04/2019,received,,891,445.5
OD00000181,py00019766,cheque,Pay Second,31/01/2015,not received,,2100,1050
OD00000181,py00010077,cash transaction,initial payments,15/04/2019,received,,2100,1050
OD00000182,py00019767,cheque,Pay Second,31/01/2015,not received,,3507,1753.5
OD00000182,py00010078,card transaction,initial payments,15/04/2019,received,,3507,1753.5
OD00000183,py00019769,cheque,Pay Second,31/01/2015,not received,,6010,3005
OD00000183,py00010080,cash transaction,initial payments,15/04/2019,received,,6010,3005
OD00000184,py00010081,card transaction,initial payments,15/04/2019,received,,11418,5709
OD00000184,py00019770,online,Pay Second,31/01/2015,not received,,11418,5709
OD00000185,py00029634,cheque,Pay Second,15/04/2019,not received,,3024,1512
OD00000185,py00019772,online,Pay Second,31/01/2015,not received,,3024,1512
OD00000186,py00000181,online,initial payments,01/02/2015,received,,3240,1620
OD00000186,py00029636,online,Pay Second,15/04/2019,not received,,3240,1620
OD00000187,py00029637,cheque,Pay Second,15/04/2019,not received,,11248,5624
OD00000187,py00000182,cheque,initial payments,01/02/2015,received,,11248,5624
OD00000188,py00029638,cheque,Pay Second,15/04/2019,not received,,4842,2421
OD00000188,py00000183,cash transaction,initial payments,01/02/2015,received,,4842,2421
OD00000189,py00029639,cash transaction,Pay Second,15/04/2019,not received,,294,147
OD00000189,py00000184,online,initial payments,01/02/2015,received,,294,147
OD00000190,py00000185,cash transaction,initial payments,01/02/2015,received,,594,297
OD00000190,py00029640,card transaction,Pay Second,15/04/2019,not received,,594,297
OD00000191,py00000186,cheque,initial payments,01/02/2015,received,,3500,1750
OD00000191,py00010079,online,initial payments,15/04/2019,not received,bank transfer,3500,1750
OD00000192,py00029642,cheque,Pay Second,16/04/2019,received,,3006,1503
OD00000192,py00000187,card transaction,initial payments,01/02/2015,received,,3006,1503
OD00000193,py00029645,card transaction,Pay Second,16/04/2019,received,,8414,4207
OD00000193,py00019776,cash transaction,Pay Second,01/02/2015,not received,,8414,4207
OD00000194,py00010082,cash transaction,initial payments,16/04/2019,received,,11418,5709
OD00000194,py00019777,cheque,Pay Second,01/02/2015,not received,,11418,5709
OD00000195,py00000188,cash transaction,initial payments,02/02/2015,received,,2016,1008
OD00000195,py00010084,cash transaction,initial payments,16/04/2019,received,,2016,1008
OD00000196,py00000189,cheque,initial payments,02/02/2015,received,,2430,1215
OD00000196,py00010085,card transaction,initial payments,16/04/2019,received,,2430,1215
OD00000197,py00010087,card transaction,initial payments,16/04/2019,received,,2812,1406
OD00000197,py00000190,cash transaction,initial payments,02/02/2015,received,,2812,1406
OD00000198,py00010088,cash transaction,initial payments,16/04/2019,received,,4842,2421
OD00000198,py00000191,card transaction,initial payments,02/02/2015,received,,4842,2421
OD00000199,py00029641,cash transaction,Pay Second,16/04/2019,not received,,882,441
OD00000199,py00000192,card transaction,initial payments,02/02/2015,received,,882,441
OD00000200,py00019778,online,Pay Second,02/02/2015,not received,,396,198
OD00000200,py00029643,card transaction,Pay Second,16/04/2019,not received,,396,198
OD00000201,py00029644,online,Pay Second,16/04/2019,not received,,3500,1750
OD00000201,py00019779,online,Pay Second,02/02/2015,not received,,3500,1750
OD00000202,py00019780,online,Pay Second,02/02/2015,not received,,4509,2254.5
OD00000202,py00029646,online,Pay Second,16/04/2019,not received,,4509,2254.5
OD00000203,py00029647,card transaction,Pay Second,16/04/2019,not received,,10818,5409
OD00000203,py00019781,online,Pay Second,02/02/2015,not received,,10818,5409
OD00000204,py00019782,cheque,Pay Second,02/02/2015,not received,,9515,4757.5
OD00000204,py00029648,cheque,Pay Second,16/04/2019,not received,,9515,4757.5
OD00000205,py00019783,cash transaction,Pay Second,02/02/2015,not received,,3528,1764
OD00000205,py00029649,cheque,Pay Second,16/04/2019,not received,,3528,1764
OD00000206,py00029650,cheque,Pay Second,16/04/2019,not received,,2835,1417.5
OD00000206,py00019785,cash transaction,Pay Second,02/02/2015,not received,,2835,1417.5
OD00000207,py00010083,online,initial payments,16/04/2019,not received,bank transfer,7030,3515
OD00000207,py00019786,cash transaction,Pay Second,02/02/2015,not received,,7030,3515
OD00000208,py00010086,online,initial payments,16/04/2019,not received,bank transfer,6456,3228
OD00000208,py00000193,online,initial payments,03/02/2015,received,,6456,3228
OD00000209,py00010089,online,initial payments,16/04/2019,not received,bank transfer,882,441
OD00000209,py00000194,cheque,initial payments,03/02/2015,received,,882,441
OD00000210,py00010090,cheque,initial payments,17/04/2019,received,,297,148.5
OD00000210,py00000195,card transaction,initial payments,03/02/2015,received,,297,148.5
OD00000211,py00010091,cheque,initial payments,17/04/2019,received,,4200,2100
OD00000211,py00000196,cash transaction,initial payments,03/02/2015,received,,4200,2100
OD00000212,py00010092,cash transaction,initial payments,17/04/2019,received,,2505,1252.5
OD00000212,py00000197,cheque,initial payments,03/02/2015,received,,2505,1252.5
OD00000213,py00010093,card transaction,initial payments,17/04/2019,received,,7212,3606
OD00000213,py00000198,online,initial payments,03/02/2015,received,,7212,3606
OD00000214,py00029651,cash transaction,Pay Second,17/04/2019,not received,,7612,3806
OD00000214,py00000199,cheque,initial payments,03/02/2015,received,,7612,3806
OD00000215,py00000200,cash transaction,initial payments,03/02/2015,received,,3528,1764
OD00000215,py00029652,online,Pay Second,17/04/2019,not received,,3528,1764
OD00000216,py00029653,card transaction,Pay Second,17/04/2019,not received,,2430,1215
OD00000216,py00000201,card transaction,initial payments,03/02/2015,received,,2430,1215
OD00000217,py00029654,online,Pay Second,17/04/2019,not received,,4218,2109
OD00000217,py00019787,online,Pay Second,03/02/2015,not received,,4218,2109
OD00000218,py00019788,cheque,Pay Second,03/02/2015,not received,,4035,2017.5
OD00000218,py00029655,card transaction,Pay Second,17/04/2019,not received,,4035,2017.5
OD00000219,py00029656,cheque,Pay Second,17/04/2019,not received,,686,343
OD00000219,py00019790,cash transaction,Pay Second,03/02/2015,not received,,686,343
OD00000220,py00029657,online,Pay Second,17/04/2019,not received,,396,198
OD00000220,py00019791,online,Pay Second,03/02/2015,not received,,396,198
OD00000221,py00000202,cash transaction,initial payments,04/02/2015,received,,2100,1050
OD00000221,py00029658,card transaction,Pay Second,17/04/2019,not received,,2100,1050
OD00000222,py00000203,cheque,initial payments,04/02/2015,received,,4008,2004
OD00000222,py00010094,online,initial payments,17/04/2019,not received,bank transfer,4008,2004
OD00000223,py00000204,online,initial payments,04/02/2015,received,,9616,4808
OD00000223,py00010095,cash transaction,initial payments,18/04/2019,received,,9616,4808
OD00000224,py00000205,card transaction,initial payments,04/02/2015,received,,15224,7612
OD00000224,py00010096,cash transaction,initial payments,18/04/2019,received,,15224,7612
OD00000225,py00000206,cheque,initial payments,04/02/2015,received,,2520,1260
OD00000225,py00010097,cheque,initial payments,18/04/2019,received,,2520,1260
OD00000226,py00010098,cheque,initial payments,18/04/2019,received,,1620,810
OD00000226,py00000207,cheque,initial payments,04/02/2015,received,,1620,810
OD00000227,py00000208,online,initial payments,04/02/2015,received,,4218,2109
OD00000227,py00029659,card transaction,Pay Second,18/04/2019,not received,,4218,2109
OD00000228,py00000209,cash transaction,initial payments,04/02/2015,received,,7263,3631.5
OD00000228,py00029660,cash transaction,Pay Second,18/04/2019,not received,,7263,3631.5
OD00000229,py00000210,cash transaction,initial payments,04/02/2015,received,,686,343
OD00000229,py00029661,online,Pay Second,18/04/2019,not received,,686,343
OD00000230,py00029662,cheque,Pay Second,18/04/2019,not received,,693,346.5
OD00000230,py00019794,online,Pay Second,04/02/2015,not received,,693,346.5
OD00000231,py00019796,online,Pay Second,04/02/2015,not received,,4200,2100
OD00000231,py00029663,card transaction,Pay Second,18/04/2019,not received,,4200,2100
OD00000232,py00019797,cheque,Pay Second,04/02/2015,not received,,3006,1503
OD00000232,py00029664,online,Pay Second,18/04/2019,not received,,3006,1503
OD00000233,py00000211,cash transaction,initial payments,05/02/2015,received,,2404,1202
OD00000233,py00010099,online,initial payments,18/04/2019,not received,bank transfer,2404,1202
OD00000234,py00029668,card transaction,Pay Second,19/04/2019,received,,7612,3806
OD00000234,py00000212,card transaction,initial payments,05/02/2015,received,,7612,3806
OD00000235,py00010100,cheque,initial payments,19/04/2019,received,,2520,1260
OD00000235,py00000213,cash transaction,initial payments,05/02/2015,received,,2520,1260
OD00000236,py00010101,card transaction,initial payments,19/04/2019,received,,3645,1822.5
OD00000236,py00000214,cash transaction,initial payments,05/02/2015,received,,3645,1822.5
OD00000237,py00010103,cash transaction,initial payments,19/04/2019,received,,7030,3515
OD00000237,py00000215,card transaction,initial payments,05/02/2015,received,,7030,3515
OD00000238,py00000216,card transaction,initial payments,05/02/2015,received,,5649,2824.5
OD00000238,py00029665,cheque,Pay Second,19/04/2019,not received,,5649,2824.5
OD00000239,py00019798,card transaction,Pay Second,05/02/2015,not received,,686,343
OD00000239,py00029666,cash transaction,Pay Second,19/04/2019,not received,,686,343
OD00000240,py00019800,cash transaction,Pay Second,05/02/2015,not received,,495,247.5
OD00000240,py00029667,cash transaction,Pay Second,19/04/2019,not received,,495,247.5
OD00000241,py00019801,online,Pay Second,05/02/2015,not received,,7000,3500
OD00000241,py00029669,cash transaction,Pay Second,19/04/2019,not received,,7000,3500
OD00000242,py00000217,online,initial payments,06/02/2015,received,,3507,1753.5
OD00000242,py00010102,online,initial payments,19/04/2019,not received,bank transfer,3507,1753.5
OD00000243,py00000218,cheque,initial payments,06/02/2015,received,,6010,3005
OD00000243,py00010104,cash transaction,initial payments,20/04/2019,received,,6010,3005
OD00000244,py00010105,card transaction,initial payments,20/04/2019,received,,11418,5709
OD00000244,py00000219,online,initial payments,06/02/2015,received,,11418,5709
OD00000245,py00010106,cash transaction,initial payments,20/04/2019,received,,4032,2016
OD00000245,py00000220,online,initial payments,06/02/2015,received,,4032,2016
OD00000246,py00010107,card transaction,initial payments,20/04/2019,received,,2025,1012.5
OD00000246,py00000221,cash transaction,initial payments,06/02/2015,received,,2025,1012.5
OD00000247,py00000222,cash transaction,initial payments,06/02/2015,received,,9842,4921
OD00000247,py00010108,card transaction,initial payments,20/04/2019,received,,9842,4921
OD00000248,py00029670,cash transaction,Pay Second,20/04/2019,not received,,4035,2017.5
OD00000248,py00000223,cash transaction,initial payments,06/02/2015,received,,4035,2017.5
OD00000249,py00019802,cash transaction,Pay Second,06/02/2015,not received,,882,441
OD00000249,py00029671,cheque,Pay Second,20/04/2019,not received,,882,441
OD00000250,py00029672,online,Pay Second,20/04/2019,not received,,693,346.5
OD00000250,py00019803,cheque,Pay Second,06/02/2015,not received,,693,346.5
OD00000251,py00019804,cheque,Pay Second,06/02/2015,not received,,2800,1400
OD00000251,py00029673,cash transaction,Pay Second,20/04/2019,not received,,2800,1400
OD00000252,py00029674,online,Pay Second,20/04/2019,not received,,2505,1252.5
OD00000252,py00000224,cash transaction,initial payments,07/02/2015,received,,2505,1252.5
OD00000253,py00000225,online,initial payments,07/02/2015,received,,6010,3005
OD00000253,py00029678,card transaction,Pay Second,21/04/2019,received,,6010,3005
OD00000254,py00029679,cheque,Pay Second,21/04/2019,received,,13321,6660.5
OD00000254,py00000226,online,initial payments,07/02/2015,received,,13321,6660.5
OD00000255,py00000227,cash transaction,initial payments,07/02/2015,received,,3528,1764
OD00000255,py00010110,card transaction,initial payments,21/04/2019,received,,3528,1764
OD00000256,py00000228,cash transaction,initial payments,07/02/2015,received,,3645,1822.5
OD00000256,py00010112,cheque,initial payments,21/04/2019,received,,3645,1822.5
OD00000257,py00029675,online,Pay Second,21/04/2019,not received,,7030,3515
OD00000257,py00000229,cash transaction,initial payments,07/02/2015,received,,7030,3515
OD00000258,py00029676,online,Pay Second,21/04/2019,not received,,4842,2421
OD00000258,py00000230,cash transaction,initial payments,07/02/2015,received,,4842,2421
OD00000259,py00000231,cash transaction,initial payments,07/02/2015,received,,294,147
OD00000259,py00029677,cash transaction,Pay Second,21/04/2019,not received,,294,147
OD00000260,py00029680,cheque,Pay Second,21/04/2019,not received,,990,495
